code,raw linkers,Linker 1,Linker 2,Linker 3,Linker 4,Linker 5,Linker 6,Linker 7,Linker 8,metals,solvents
RODLUU,catena-(bis(mu-2-methylimidazolato)-iron unknown solvate),2-methylimidazolate,,,,,,,,cadmium,"['unknown', 'solvate)']"
RODPIK,catena-(bis(mu!5$-Oxalato)-(mu!4$-oxalato)-bis(mu!2$-aqua)-di-magnesium(ii)-di-sodium),Oxalate,oxalate,aqua)-di-(i,,,,,,zinc,[]
RODSAG01,catena-[(mu!5$-5-(4-(Imidazol-1-yl)phenyl)tetrazolide)-(mu!3$-iodo)-di-copper],5-(4-(Imidazol-1-yl)phenyl)tetrazolide,iodo,,,,,,,tin,[]
RODSAG02,catena-[(mu-5-(4-(1H-imidazol-1-yl)phenyl)tetrazolyl)-(mu-iodo)-di-copper(i)],5-(4-(1H-imidazol-1-yl)phenyl)tetrazolyl,iodo,,,,,,,nickel,[]
ROFGOL,"catena-[(mu-2'-nitro[1,1'-biphenyl]-3,4',5-tricarboxylato)-bis(aqua)-europium(iii) unknown solvate]","2'-nitro[1,1'-biphenyl]-3,4',5-tricarboxylate)-bis(aqu",,,,,,,,cobalt,"['unknown', 'solvate]']"
ROFREL,"catena-[tris(mu-biphenyl-3,3',5,5'-tetracarboxylato)-tetraaqua-tetra-bismuth N,N-dimethylformamide solvate hexahydrate]","biphenyl-3,3',5,5'-tetracarboxylate",,,,,,,,copper,"['N,N-dimethylformamide', 'solvate', 'hexahydrate]']"
ROFYIX,"catena-(bis(mu-2,6-bis(1H-1,2,4-triazol-1-yl)pyridine)-diaqua-cobalt(ii) tetracosakis(mu-oxo)-bis(mu-2,6-bis(1H-1,2,4-triazol-1-yl)pyridine)-octaoxo-cobalt-deca-tungsten)","2,6-bis(1H-1,2,4-triazol-1-yl)pyridine",oxo,"2,6-bis(1H-1,2,4-triazol-1-yl)pyridine",,,,,,uranium,[]
ROGBOH,"catena-((mu-1,1'-(butane-1,4-diyl)bis(2-methyl-1H-imidazole))-(mu-isophthalato)-cadmium(ii))","1,1'-(butane-1,4-diyl)bis(2-methyl-1H-imidazole)",isophthalate,,,,,,,copper,[]
ROGHAZ,"catena-[bis(mu-5-{[3,5-di(pyridin-4-yl)-1H-1,2,4-triazol-1-yl]methyl}benzene-1,3-dicarboxylato)-di-cadmium(ii) acetonitrile N,N-dimethylformamide solvate monohydrate]","5-{[3,5-di(pyridin-4-yl)-1H-1,2,4-triazol-1-yl]methyl}benzene-1,3-dicarboxylat",,,,,,,,uranium,"['acetonitrile', 'N,N-dimethylformamide', 'solvate', 'monohydrate]']"
ROGHUT,"catena-[dimethylammonium bis(mu-thiophene-2,5-dicarboxylato)-zinc(ii)-lithium(i) N,N-dimethylformamide solvate dihydrate]","thiophene-2,5-dicarboxylate)-(i",,,,,,,,lanthanum,"['N,N-dimethylformamide', 'solvate', 'dihydrate]']"
ROGRAH,"catena-[(mu!13$-trans,trans,trans,trans,trans,trans-Cyclohexane-1,2,3,4,5,6-hexacarboxylato)-(mu!2$-aqua)-tri-cadmium(ii)]","u1-trans,trans,trans,trans,trans,trans-Cyclohexane-1,2,3,4,5,6-hexacarboxylate",aqua,,,,,,,barium,[]
ROHWOC,"catena-[bis(mu!2$-N-((4-methylphenyl)sulfonyl)-L-glutamato)-tris(mu!3$-4,4'-bipyridine)-di-copper hydrate]",N-((4-methylphenyl)sulfonyl)-L-glutamat,"4,4'-bipyridine",,,,,,,cadmium,['hydrate]']
ROJCIE,"catena-[(mu-1,4-bis(pyridin-4-ylmethyl)piperazine)-tetrakis(mu-cyano)-iron-di-silver N,N-dimethylformamide ethanol solvate dihydrate]","1,4-bis(pyridin-4-ylmethyl)piperazine",cyano,,,,,,,silver,"['N,N-dimethylformamide', 'ethanol', 'solvate', 'dihydrate]']"
ROJDUS,"catena-((mu-4,4'-(1,1'-biphenyl-4,4'-diyl)dipyridine)-bis(mu-4'-methyl-1,1'-biphenyl-3,5-dicarboxylato)-diaqua-di-manganese(ii))","4,4'-(1,1'-biphenyl-4,4'-diyl)dipyridine","4'-methyl-1,1'-biphenyl-3,5-dicarboxylate",,,,,,,cadmium,[]
ROJKEJ,catena-((mu-nitranilato)-di-silver),nitranilate,,,,,,,,magnesium,[]
ROJSEQ,"catena-((mu!5$-4-(4,2':6',4''-terpyridin-4'-yl)benzoato)-(mu!4$-4-(4,2':6',4''-terpyridin-4'-yl)benzoato)-tri-silver nitrate)","4-(4,2':6',4''-terpyridin-4'-yl)benzoate","4-(4,2':6',4''-terpyridin-4'-yl)benzoate",,,,,,,calcium,['nitrate)']
ROJXEW,catena-(tetra-n-butylammonium (mu-tris(4-(tetrazolato-5-yl)phenyl)amine)-di-copper acetonitrile solvate),tris(4-(tetrazolate-5-yl)phenyl)amine,,,,,,,,cobalt,"['acetonitrile', 'solvate)']"
ROKBOL01,"catena-[bis(mu!6$-4,4',4''-[benzene-1,3,5-triyltris(oxy)]tribenzoato)-bis(mu!2$-aqua)-diaqua-tri-cadmium(ii) dihydrate]","4,4',4''-[benzene-1,3,5-triyltris(oxy)]tribenzoate",aqua,,,,,,,cadmium,['dihydrate]']
ROKBOL,"catena-[bis(mu-4,4',4''-[benzene-1,3,5-triyltris(oxy)]tribenzoato)-bis(mu-aqua)-tetra-aqua-tri-cadmium(ii) dihydrate]","4,4',4''-[benzene-1,3,5-triyltris(oxy)]tribenzoate",aqua,,,,,,,copper,['dihydrate]']
ROKJAC,catena-((mu!5$-Oxalato)-bis(mu!3$-oxalato)-(mu!2$-aqua)-triaqua-calcium-chromium(iii)-potassium monohydrate),Oxalate,oxalate,aqua)-triaqua--(ii,,,,,,copper,['monohydrate)']
ROKMIQ,"catena-[bis(mu-benzene-1,3,5-tricarboxylato)-tetrakis(mu-5-(pyridin-2-yl)-1H-pyrazol-1-yl)-bis(aqua)-penta-cadmium(ii) dihydrate]","benzene-1,3,5-tricarboxylate",5-(pyridin-2-yl)-1H-pyrazol-1-yl)-bis(aq,,,,,,,cadmium,['dihydrate]']
ROKRER,"catena-[bis(dimethylammonium) (mu-[1,1':4',1''-terphenyl]-3,5,2',5',3'',5''-hexacarboxylato)-di-cadmium unknown solvate dihydrate]","[1,1':4',1''-terphenyl]-3,5,2',5',3'',5''-hexacarboxylate",,,,,,,,cadmium,"['unknown', 'solvate', 'dihydrate]']"
ROLCEC,catena-(Ammonium tris(mu-formato)-copper),formate,,,,,,,,cadmium,[]
ROLKEL,"catena-[sodium (mu-[1,1'-biphenyl]-2,3',4,5',6-pentacarboxylato)-aqua-(N,N-dimethylformamide)-di-zinc N,N-dimethylformamide ethanol solvate hydrate]","[1,1'-biphenyl]-2,3',4,5',6-pentacarboxylate)-aqua-(N,N-dimethylformamid",,,,,,,,nickel,"['N,N-dimethylformamide', 'ethanol', 'solvate', 'hydrate]']"
ROLKIP,"catena-[(mu-4-(4H-1,2,4-triazol-4-yl)-N,N-bis[4-(4H-1,2,4-triazol-4-yl)phenyl]aniline)-aqua-zinc dinitrate N,N-diethylformamide solvate]","4-(4H-1,2,4-triazol-4-yl)-N,N-bis[4-(4H-1,2,4-triazol-4-yl)phenyl]anilin",,,,,,,,zinc,"['dinitrate', 'N,N-diethylformamide', 'solvate]']"
ROLKUB,"catena-[hexakis(mu-4,4'-diazenediyldibenzoato)-tetraaqua-tetra-gadolinium N,N-dimethylformamide solvate]","4,4'-diazenediyldibenzoate",,,,,,,,aluminium,"['N,N-dimethylformamide', 'solvate]']"
ROLLEM,"catena-((mu-2,7-bis(pyridin-3-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetrone)-bis(mu-thiophene-2,5-dicarboxylato)-di-zinc unknown solvate)","2,7-bis(pyridin-3-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetron","thiophene-2,5-dicarboxylate",,,,,,,indium,"['unknown', 'solvate)']"
ROLLOW,"catena-(bis(mu-naphthalene-2,6-dicarboxylato)-(mu-2,7-bis(pyridin-4-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetrone)-di-cobalt dimethylformamide solvate)","naphthalene-2,6-dicarboxylate","2,7-bis(pyridin-4-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetron",,,,,,,silver,"['dimethylformamide', 'solvate)']"
ROLLUC,"catena-((mu-5,5'-(9H-fluorene-2,7-diyl)bis(benzene-1,3-dicarboxylato))-triaqua-di-manganese dimethylformamide solvate sesquihydrate)","5,5'-(9H-fluorene-2,7-diyl)bis(benzene-1,3-dicarboxylate)",,,,,,,,cobalt,"['dimethylformamide', 'solvate', 'sesquihydrate)']"
ROLMIR,"catena-((mu-aqua)-(mu-5,5'-oxybis(benzene-1,3-dicarboxylato))-tetra-aqua-di-magnesium dimethylformamide solvate)",aqua,"5,5'-oxybis(benzene-1,3-dicarboxylate)",,,,,,,iron,"['dimethylformamide', 'solvate)']"
ROLZAU,"catena-((mu!4$-Biphenyl-4,4'-dicarboxylato)-diaqua-magnesium(ii))","Biphenyl-4,4'-dicarboxylate",,,,,,,,gallium,[]
ROLZAV,"catena-[tetrakis(mu-4,4',4''-boranetriyltris(3,5-dimethylbenzoato))-tris(mu-oxo)-tris(mu-terephthalato)-dodeca-zinc N,N-diethylformamide solvate]","4,4',4''-boranetriyltris(3,5-dimethylbenzoate)",oxo,terephthalate,,,,,,silver,"['N,N-diethylformamide', 'solvate]']"
ROLZEZ,"catena-[(mu-1,1',1''-[(2,4,6-trimethylbenzene-1,3,5-triyl)trimethanediyl]tripyridinium-4-carboxylato)-diaqua-europium nitrate unknown solvate]","1,1',1''-[(2,4,6-trimethylbenzene-1,3,5-triyl)trimethanediyl]tripyridinium-4-carboxylate",,,,,,,,zinc,"['nitrate', 'unknown', 'solvate]']"
ROMCAA,"catena-[bis(mu-5-(2-methylpropoxy)benzene-1,3-dicarboxylato)-bis(mu-4,4'-(ethane-1,2-diyl)dipyridine)-aqua-di-cobalt(ii)]","5-(2-methylpropoxy)benzene-1,3-dicarboxylate","4,4'-(ethane-1,2-diyl)dipyridine",,,,,,,aluminium,[]
ROMMOY,"catena-[(mu-4,4'-bipyrazolato)-zinc N,N-dimethylformamide solvate]","4,4'-bipyrazolate",,,,,,,,cobalt,"['N,N-dimethylformamide', 'solvate]']"
ROMQAN,"catena-[(mu-5,5'-(pentane-1,5-diylbis(oxy))diisophthalato)-diaqua-di-zinc(ii) dihydrate]","5,5'-(pentane-1,5-diylbis(oxy))diisophthalate",,,,,,,,zinc,['dihydrate]']
ROMTAP,"catena-(tris(mu!2$-2,2'-(Butane-1,4-diyldithio)bis(1,3,4-thiadiazole)-kappa$2!N$4!:N$4'!)-copper(ii) diperchlorate)","2,2'-(Butane-1,4-diyldithio)bis(1,3,4-thiadiazole)-kapp24:4",,,,,,,,copper,['diperchlorate)']
ROMTET,"catena-((mu!6$-Oxalurato-O,O,O',O',O'',O'')-(mu!2$-aqua)-potassium(i))","Oxalurate-O,O,O',O',O'',O''",aqua,,,,,,,manganese,[]
RONCIG,catena-(hexakis(mu!3$-Diglycolato)-tris(diaqua-copper)-di-gadolinium trihydrate),Diglycolate)-tris(diaqua,,,,,,,,uranium,['trihydrate)']
RONLUE01,catena-((mu-aqua)-(mu-hydrogen cyanurate)-aqua-lithium-rubidium),aqua,hydrogencyanurate,,,,,,,zinc,[]
RONLUE,"catena-((mu-aqua)-(mu-4,6-dioxy-1,3,5-triazin-2(1H)-one)-aqua-lithium-rubidium)",aqua,"4,6-dioxy-1,3,5-triazin-2(1H)-on",,,,,,,sodium,[]
RONSIY,"catena-[bis(mu-4,4'-bipyridine)-bis(mu-4,4'-methylenedibenzoato)-diaqua-di-copper acetonitrile solvate]","4,4'-bipyridine","4,4'-methylenedibenzoate",,,,,,,strontium,"['acetonitrile', 'solvate]']"
RONSUK,catena-[bis(dimethylammonium) hexakis(mu-formato)-iron-sodium],formate,,,,,,,,copper,[]
RONYUR,"catena-[dimethylammonium tris(mu-2-hydroxy-5-oxidobenzene-1,4-dicarboxylato)-tris(mu-triazolyl)-(mu-hydroxo)-hexa-zinc(ii) unknown solvate]","2-hydroxy-5-oxidobenzene-1,4-dicarboxylate",triazolyl,hydroxo,,,,,,copper,"['unknown', 'solvate]']"
ROPLEQ,"catena-(tetrakis(dimethylammonium) bis(mu-3,3'-[10,20-bis(4-carboxylatophenyl)porphyrin-5,15-diyl]dibenzoato)-bis(mu-formato)-di-gadolinium-di-zinc dimethylformamide solvate octahydrate)","3,3'-[10,20-bis(4-carboxylatephenyl)porphyrin-5,15-diyl]dibenzoate",formate,,,,,,,copper,"['dimethylformamide', 'solvate', 'octahydrate)']"
ROQHAJ,"catena-[(mu-1-thiolane-1,1-dione)-(mu-bis(trifluoromethanesulfonyl)azanide)-lithium]","1-thiolane-1,1-dione",bis(trifluoromethanesulfonyl)azanide,,,,,,,nickel,[]
ROQRUN,"catena-[heptakis(mu-1,1'-(1,4-phenylene)di(1H-imidazole))-bis(mu-nitrato)-tetrakis(nitrato)-tetra-cadmium(ii) dinitrate]","1,1'-(1,4-phenylene)di(1H-imidazole)",nitrate)-tetrakis(nitrat,,,,,,,copper,['dinitrate]']
ROQVEA,"catena-[bis(mu-4-[5-(pyrazolato-4-yl)-1H-1,2,4-triazol-3-yl]pyridine)-(mu-sulfato)-di-zinc monohydrate]","4-[5-(pyrazolate-4-yl)-1H-1,2,4-triazol-3-yl]pyridin",sulfate,,,,,,,cadmium,['monohydrate]']
ROQVOL,"catena-[pentakis(mu-cyano)-bis(2,2'-bipyridine N,N'-dioxide)-copper(ii)-ytterbium(iii) pentahydrate]","cyano)-bis(2,2'-bipyridineN,N'-dioxide)-(",,,,,,,,zinc,['pentahydrate]']
ROQZAB,"catena-[(mu-4',4'',4''',4''''-(ethene-1,1,2,2-tetrayl)tetrakis([1,1'-biphenyl]-4-carboxylato))-bis(mu-hydroxo)-bis(mu-oxido)-diaqua-di-hydroxo-tri-zirconium dichloromethane unknown solvate]","4',4'',4''',4''''-(ethene-1,1,2,2-tetrayl)tetrakis([1,1'-biphenyl]-4-carboxylate)",hydroxo,oxido,,,,,,sodium,"['dichloromethane', 'unknown', 'solvate]']"
RORLIV,catena-[Tetramethylphosphonium (mu!2$-chloro)-bis(mu!2$-dicyanamide)-cadmium],chloro,dicyanamide,,,,,,,cadmium,[]
RORQOE,"catena-((mu!6$-2,5-Dichloro-3,6-dihydroxy-1,4-benzoquinone)-di-silver)","2,5-Dichloro-3,6-dihydroxy-1,4-benzoquinone",,,,,,,,indium,[]
RORRIC,"catena-[(mu-(S,S)-2-{[{[1-carboxylato-2-(1H-imidazol-4-yl)ethyl]carboximidato}(oxidanidyl)methylidene]amino}-3-(1H-imidazol-4-yl)propanoato)-diaqua-di-copper(ii) tetrahydrate]","(S,S)-2-{[{[1-carboxylate-2-(1H-imidazol-4-yl)ethyl]carboximidate}(oxidanidyl)methylidene]amino}-3-(1H-imidazol-4-yl)propanoat",,,,,,,,lanthanum,['tetrahydrate]']
RORTID,"catena-[(mu-2,2'-dihydroxybiphenyl-4,4'-dicarboxylato)-(mu-2,2'-dioxidobiphenyl-4,4'-dicarboxylato)-(mu-1,4-diazabicyclo[2.2.2]octane)-methanol-tri-zinc unknown solvate]","2,2'-dihydroxybiphenyl-4,4'-dicarboxylate","2,2'-dioxidobiphenyl-4,4'-dicarboxylate","1,4-diazabicyclo[2.2.2]octane",,,,,,cobalt,"['unknown', 'solvate]']"
ROSJOA,"catena-[tetrakis(mu-aqua)-decakis(mu-cyano)-heptakis(mu-pyrazine-N,N'-dioxide)-hexakis(cyano)-hexa-sodium-di-tungsten monohydrate]",aqua,cyano,"pyrazine-N,N'-dioxide)-hexakis(cyan",,,,,,rubidium,['monohydrate]']
ROSKIV,catena-[(mu-5-((4-carboxylatomethyl)phenyl)tetrazolato)-zinc],5-((4-carboxylatemethyl)phenyl)tetrazolate,,,,,,,,strontium,[]
ROSTOK01,"catena-((mu-4,4'-bipyridine)-nonakis(mu-oxo)-bis(mu-phenylphosphonato)-tetra-aqua-hexaoxo-di-copper-penta-molybdenum)","4,4'-bipyridine",oxo,phenylphosphonate,,,,,,cadmium,[]
ROSZIL,"catena-(bis(dimethylammonium) (mu-biphenyl-4,4'-dicarboxylato)-bis(mu-1-hydroxyethylidene diphosphonato)-tetra-aqua-tetra-zinc dihydrate)","biphenyl-4,4'-dicarboxylate",1-hydroxyethylidene,,,,,,,zinc,"['diphosphonato)-tetra-aqua-tetra-zinc', 'dihydrate)']"
ROTQIC,"catena-[bis(mu-2,2'-(1,3,5,7-tetraoxo-5,7-dihydropyrrolo[3,4-f]isoindole-2,6(1H,3H)-diyl)dipropanoato)-bis(N,N-dimethylformamide)-di-zinc]","2,2'-(1,3,5,7-tetraoxo-5,7-dihydropyrrolo[3,4-f]isoindole-2,6(1H,3H)-diyl)dipropanoate)-bis(N,N-dimethylformami",,,,,,,,iron,[]
ROTTOL,"catena-((mu!3$-5-(Prop-2-yn-1-yloxy)isophthalato)-(mu!2$-4,4'-bipyridine)-zinc dimethylformamide solvate monohydrate)",5-(Prop-2-yn-1-yloxy)isophthalate,"4,4'-bipyridine",,,,,,,zinc,"['dimethylformamide', 'solvate', 'monohydrate)']"
ROVBOW,"catena-[dimethylammonium bis(mu-N,N-dimethylformamide)-(mu-5,5',5''-[(2,4,6-trimethylbenzene-1,3,5-triyl)tris(methyleneazanediyl)]tri(benzene-1,3-dicarboxylato))-(N,N-dimethylformamide)-di-cadmium-sodium N,N-dimethylformamide solvate]","N,N-dimethylformamide","5,5',5''-[(2,4,6-trimethylbenzene-1,3,5-triyl)tris",,,,,,,cadmium,"['N,N-dimethylformamide', 'solvate]']"
ROVLIA,"catena-[(mu-4,4'-oxydibenzoato)-tetrakis(mu-hydroxo)-tri-copper(ii)]","4,4'-oxydibenzoate",hydroxo,,,,,,,cadmium,[]
ROVWEG,"catena-(hexakis(mu!3$-Thiocyanato-N,S,S)-bis(mu!2$-thiocyanato-N,S)-(mu!2$-1,4-bis(4,4'-bipyridinium)butane)-hexa-copper)","Thiocyanate-N,S,S","thiocyanate-N,S","1,4-bis(4,4'-bipyridinium)butane",,,,,,rubidium,[]
ROVYEJ,"catena-[(mu-4,4',4'',4'''-(porphyrin-5,10,15,20-tetrayl)tetrabenzato)-bis(mu-hydroxo)-di-terbium(iii)]","4,4',4'',4'''-(porphyrin-5,10,15,20-tetrayl)tetrabenzate",hydroxo,,,,,,,terbium,[]
ROWPOL,"catena-[dimethylammonium bis(mu-4,4'-biphenyldicarboxylato)-holmium(iii)]","4,4'-biphenyldicarboxylate",,,,,,,,zinc,[]
ROWVOQ,"catena-[bis(mu-terephthalato)-bis(mu-4,4'-(1H-1,2,4-triazole-3,5-diyl)dipyridine)-di-cobalt dihydrate]",terephthalate,"4,4'-(1H-1,2,4-triazole-3,5-diyl)dipyridine",,,,,,,potassium,['dihydrate]']
ROWXOT,catena-((mu-4-bromoisophthalato)-zinc(ii)),4-bromoisophthalate,,,,,,,,cadmium,[]
ROYJIA,"catena-(tris(mu!4$-Terephthalato)-(mu!3$-2,4,6-tris(pyridin-4-yl)-1,3,5-triazine)-(mu!3$-oxo)-tri-nickel)",Terephthalate,"2,4,6-tris(pyridin-4-yl)-1,3,5-triazin",oxo,,,,,,cobalt,[]
ROZROQ,"catena-[tris(mu-5,5'-(ethane-1,2-diyl)bis(tetrazolato))-octakis(mu-hydroxo)-bis(mu-sulfato)-triaqua-nona-copper(ii) octahydrate]","5,5'-(ethane-1,2-diyl)bis(tetrazolate)",hydroxo,sulfate,,,,,,cadmium,['octahydrate]']
RUBDUP,"catena-(bis(mu!6$-Heptacyclo[37.3.1.1$4,8!.1$11,15!.1$18,22!.1$25,29!.1$32,36!]octatetraconta-1(43),4(48),5,7,11(47),12,14,18(46),19,21,25(45),26,28,32(44),33,35,39,41-octadecaene-2,9,16,23,30,37-hexayne-6,20,34-tricarboxylato)-diaqua-tri-zinc unknown solvate)","Heptacyclo[37.3.1.4,8.11,15.18,22.25,29.32,36]octatetraconta-1(43),4(48),5,7,11(47),12,14,18(46),19,21,25(45),26,28,32(44),33,35,39,41-octadecaene-2,9,16,23,30,37-hexayne-6,20,34-tricarboxylate",,,,,,,,cadmium,"['unknown', 'solvate)']"
RUBHIG,catena-((mu!3$-isonicotinato)-bis(mu!2$-isonicotinato)-bis(mu!3$-oxalato)-diaqua-di-europium(iii)-silver(i)),isonicoate,isonicoate,oxalate)-diaqua-di-(ii,,,,,,cadmium,[]
RUBJOO,catena-((mu!4$-p-xylylenediphosphonato)-zinc(ii)),p-xylylenediphosphonate,,,,,,,,yttrium,[]
RUBLAD,"catena-[bis(mu-2,2'-dimethylbiphenyl-4,4'-dicarboxylato)-bis(mu-hydroxo)-bis(mu-oxido)-diaqua-dihydroxo-tri-zirconium unknown solvate]","2,2'-dimethylbiphenyl-4,4'-dicarboxylate",hydroxo,oxido,,,,,,barium,"['unknown', 'solvate]']"
RUBTAK01,catena-(hexakis(mu!4$-Terephthalato)-tetrakis((mu!3$-hydroxo)-(mu!3$-oxo))-hexa-zirconium),Terephthalate,hydroxo,oxo),,,,,,cobalt,[]
RUBTAK02,"catena-(hexakis(mu!4$-Benzene-1,4-dicarboxylato)-tetrakis(mu!3$-oxo)-tetrakis(mu!3$-hydroxo)-hexa-zirconium)","Benzene-1,4-dicarboxylate",oxo,hydroxo,,,,,,cobalt,[]
RUBTAK03,catena-[tris(mu!4$-Terephthalato)-bis(mu!3$-hydroxo)-bis(mu!3$-oxo)-tri-zirconium(iv) unknown solvate],Terephthalate,hydroxo,oxo,,,,,,nickel,"['unknown', 'solvate]']"
RUBTAK04,"catena-(tris(mu!4$-Benzene-1,4-dicarboxylato)-bis(mu!3$-hydroxo)-bis(mu!3$-oxo)-tri-zirconium)","Benzene-1,4-dicarboxylate",hydroxo,oxo,,,,,,manganese,[]
RUBTAK,"catena-(hexakis(mu!4$-Benzene-1,4-dicarboxylato)-tetrakis(mu!3$-hydroxo)-tetrakis(mu!3$-oxo)-hexa-zirconium unknown solvate)","Benzene-1,4-dicarboxylate",hydroxo,oxo,,,,,,gallium,"['unknown', 'solvate)']"
RUBZIY01,"catena-[(mu!6$-Benzene-1,4-dicarboxylato)-lead(ii)]","Benzene-1,4-dicarboxylate",,,,,,,,praseodymium,[]
RUBZIY02,"catena-((mu!6$-1,4-Benzenedicarboxylato)-lead(ii))","1,4-Benzenedicarboxylate",,,,,,,,copper,[]
RUBZIY03,catena-[(mu!6$-Terephthalato)-lead(ii)],Terephthalate,,,,,,,,indium,[]
RUBZIY,"catena-((mu!5$-1,4-Benzenedicarboxylato-O,O,O',O'',O'',O''')-lead(ii))","1,4-Benzenedicarboxylate-O,O,O',O'',O'',O'''",,,,,,,,cobalt,[]
RUCGOM,"catena-(tetrakis(mu!3$-D-Penicillaminato-N,O,S,S)-di-gold(i)-di-platinum(ii)-zinc(ii) nonahydrate)","D-Penicillaminate-N,O,S,S)-di-(i)-di-(",,,,,,,,manganese,['nonahydrate)']
RUDLAG,"catena-[bis(mu-1,4-bis(3-carboxylatobenzyl)piperazine)-(mu-4,4'-bipyridine)-di-zinc(ii) tetrahydrate]","1,4-bis(3-carboxylatebenzyl)piperazine","4,4'-bipyridine",,,,,,,manganese,['tetrahydrate]']
RUDPOW,"catena-[Diaqua-silver(i) (mu!9$-eta$2!,ets$2!-2,6-diethynylpyridine)-tetrakis(mu!3$-trifluoroacetato-O,O,O')-bis(mu!2$-trifluoroacetato-O,O')-bis(mu!2$-trifluoroacetato-O,O)-tetraaqua-nona-silver(i) tetrahydrate]","et2,et2-2,6-diethynylpyridine","trifluoroacetate-O,O,O'","trifluoroacetate-O,O'","trifluoroacetate-O,O",,,,,cerium,['tetrahydrate]']
RUDQAJ01,"catena-((mu!8$-eta$2!,eta$2!-2,5-diethynylpyridine)-tris(mu!3$-trifluoroacetato)-(mu!2$-trifluoroacetato)-hexa-silver)","et2,et2-2,5-diethynylpyridine",trifluoroacetate,trifluoroacetate,,,,,,cadmium,[]
RUDQEP,"catena-[(mu-hexanedioato)-(mu-4,4'-(ethane-1,2-diyl)dipyridine)-aqua-cadmium(ii)]",hexanedioate,"4,4'-(ethane-1,2-diyl)dipyridine",,,,,,,cerium,[]
RUDYEX,"catena-((mu-2,7-bis(3,5-dimethyl-1H-pyrazol-4-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetrone)-bis(mu-terephthalato)-di-zinc dimethylformamide methanol solvate dihydrate)","2,7-bis(3,5-dimethyl-1H-pyrazol-4-yl)benzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetron",terephthalate,,,,,,,rubidium,"['dimethylformamide', 'methanol', 'solvate', 'dihydrate)']"
RUFCUT,"catena-(bis(mu-4,4'-oxydibenzoato)-(mu-1,1'-[1,4-phenylenebis(methylene)]bis(2,5-dimethyl-1H-benzimidazole))-di-cadmium)","4,4'-oxydibenzoate","1,1'-[1,4-phenylenebis",,,,,,,cadmium,[]
RUFDUT,"catena-[bis(Dimethylammonium) bis(mu!5$-(1-hydroxy-2-(pyridin-3-yl)ethane-1,1-diyl)bis(phosphonato))-diaqua-tri-nickel dihydrate]","(1-hydroxy-2-(pyridin-3-yl)ethane-1,1-diyl)bis(phosphonate)",,,,,,,,silver,['dihydrate]']
RUFLIN,"catena((mu!2$-4,4'-Bipyridyl)-bis(mu!3$-fluorophosphato)-di-zinc)","4,4'-Bipyridyl",fluorophosphate,,,,,,,copper,[]
RUFMUA01,"catena((mu!5$-5-carboxybenzene-1,3-dicarboxylato)-aqua-calcium monohydrate)","5-carboxybenzene-1,3-dicarboxylate",,,,,,,,cobalt,['monohydrate)']
RUFMUA,"catena((mu!3$-Benzene-1,3,5-tricarboxylato)-aqua-calcium monohydrate)","Benzene-1,3,5-tricarboxylate",,,,,,,,cobalt,['monohydrate)']
RUFPOA,catena-(tetrakis(mu-imidazolato)-di-zinc(ii) diethylformamide solvate),imidazolate,,,,,,,,tungsten,"['diethylformamide', 'solvate)']"
RUFVEW,"catena-[bis(mu-4,4'-(ethene-1,2-diyl)dipyridine)-bis(mu-L-phenylalanine)-di-zinc(ii) unknown solvate]","4,4'-(ethene-1,2-diyl)dipyridine",L-phenylalanine,,,,,,,zinc,"['unknown', 'solvate]']"
RUFZID,"catena-[tris(mu-terephthalato)-tris(mu-3,5-dimethyl-1,2,4-triazol-1-yl)-(mu-hydroxo)-tetrakis(aqua)-penta-copper trihydrate]",terephthalate,"3,5-dimethyl-1,2,4-triazol-1-yl",hydroxo)-tetrakis(aqu,,,,,,sodium,['trihydrate]']
RUGGIL,catena-[tris(mu!2$-formato)-bis(formamide)-samarium],formate)-bis(formamid,,,,,,,,cadmium,[]
RUGKEL,"catena-[tetrakis(benzene-1,4-diaminium) octakis(benzo-18-crown-6) tetracosakis(mu!2$-oxalato)-octa-chromium(iii)-octa-manganese(ii) acetonitrile methanol solvate]",,,,,,,,,zinc,"['tetracosakis(mu!-oxalato)-octa-chromium(iii)-octa-manganese(ii)', 'acetonitrile', 'methanol', 'solvate]']"
RUGKEM,"catena-[(mu-oxalato)-bis(mu-furan-2,5-dicarboxylato)-tetra-aqua-di-yttrium dihydrate]",oxalate,"furan-2,5-dicarboxylate",,,,,,,silver,['dihydrate]']
RUGKOV,"catena-[bis(mu-adeninato)-tetrakis(mu-4-carboxylatopyrazolato)-diaqua-penta-zinc N,N-dimethylformamide solvate tetrahydrate]",adeninate,4-carboxylatepyrazolate,,,,,,,copper,"['N,N-dimethylformamide', 'solvate', 'tetrahydrate]']"
